Messages,Lang
EZ,SPANISH
26 mins,ENGLISH
bobo mo,SPANISH
haha,ENGLISH
turbo?,ENGLISH
заебли,RUSSIAN
закончите,RUSSIAN
速推吧,CHINESE
1,[]
中路不守,CHINESE
你们中单呢,CHINESE
忙着23对喷呢,CHINESE
.,[]
给他M上坟呢,CHINESE
下次别打那么狠,CHINESE
下路小吃一条街,CHINESE
我建议他id改成nt轻虐,CHINESE
看把孩子打自闭的,CHINESE
怎么样,CHINESE
他出点金酒已经没了 这把,CHINESE
我让他去3484进修下，巨婴之间应该可以交流,CHINESE
小强白牛打你们5个,CHINESE
抓,CHINESE
不推干嘛呢,CHINESE
??,[]
oK WHAT,ENGLISH
Lol,SPANISH
lol,SPANISH
Free mmr?,ENGLISH
ya,SPANISH
allmid,ENGLISH
SHAMAN JUST LEV,ENGLISH
SHAMAN,ENGLISH
?,[]
lol ,SPANISH
you leave,ENGLISH
xaxa,ENGLISH
jhahaha,ENGLISH
u wait shaman,ENGLISH
bro,SPANISH
u know ur losing more mmr the longer u play,ENGLISH
noob,SPANISH
xaxa,ENGLISH
joker,ENGLISH
noob,SPANISH
Ty free mmr,ENGLISH
lol,SPANISH
ez,SPANISH
rampage ,ENGLISH
and,ENGLISH
End,ENGLISH
pls,ENGLISH
mid,SPANISH
Report veno,ENGLISH
по миду там ,RUSSIAN
afk 3 min,ENGLISH
в начале,RUSSIAN
просто спуште ,RUSSIAN
да оп миду алхим,RUSSIAN
соси,RUSSIAN
ахуед?,RUSSIAN
"Да, ахуел",RUSSIAN
слабоват на омнике,RUSSIAN
соло,RUSSIAN
"""}|F?",ENGLISH
ЕБАНАЯ ШЛЮХА НА ГУЛЕ,RUSSIAN
ЛЕСНАЯ,RUSSIAN
),[]
В пизду,RUSSIAN
бля как заебало,RUSSIAN
))))),[]
сука просто игру засрал,RUSSIAN
let us end,ENGLISH
встань афк,RUSSIAN
дай закончить,RUSSIAN
пж,RUSSIAN
он если ливнет,RUSSIAN
авто вин,RUSSIAN
你们家都没了，跑来抓我,CHINESE
守得住吗,CHINESE
那你也没杀掉啊,CHINESE
这老路举报了,CHINESE
是有点呆,CHINESE
你们快点啊,CHINESE
tmd13更本不好,CHINESE
玩个游戏真难,CHINESE
？,[]
来 我给你跳,CHINESE
am,SPANISH
wp,ENGLISH
throw ,ENGLISH
abadon,SPANISH
we literally got ward near pudge,ENGLISH
and he still got killed by meepo,ENGLISH
end bro,ENGLISH
ok,ENGLISH
pls report am and pduge ty,ENGLISH
nice forti,ENGLISH
dont def,ENGLISH
not defending,ENGLISH
nc,SPANISH
stop ember,ENGLISH
im not supporting idiots,ENGLISH
supporting idiots = abuse,ENGLISH
str8 bro,SPANISH
str8 then def?,ENGLISH
i didnt def,ENGLISH
see,ENGLISH
They def not me,ENGLISH
W8 am abandon also,SPANISH
Ty,ENGLISH
did u just realize 2v2 at btm when i die and am trying to fight 2 enemy at once,ENGLISH
tanking with static link razor,ENGLISH
thats the dumbest,ENGLISH
He even ran away when tuskar still have ice shard,ENGLISH
pure idiot,ENGLISH
and 3 man btm and still my pos 4,ENGLISH
Guarding top lane,ENGLISH
just dont understnd,ENGLISH
ez,SPANISH
ok ,ENGLISH
go end now,ENGLISH
ty,ENGLISH
ez mid,SPANISH
pls ember,ENGLISH
ur not gonna win,ENGLISH
2ez,SPANISH
Can you wait,ENGLISH
Gyro abadon,SPANISH
Also,ENGLISH
a bit pls,ENGLISH
He has been afk more than 3 min,ENGLISH
ok,ENGLISH
pls>?,ENGLISH
ok,ENGLISH
pls wait,ENGLISH
ok bro,ENGLISH
Guys pls wait,ENGLISH
jst stay away from pudge and ember,ENGLISH
They defending,ENGLISH
nc ult pudge,ENGLISH
wait pls,ENGLISH
Tusk,ENGLISH
1 afk,ENGLISH
25 can end,ENGLISH
at min 25,ENGLISH
i think he moved,ENGLISH
even if he moved if he stay at base,ENGLISH
it will be marked as an abandon,ENGLISH
oh,ENGLISH
yep,ENGLISH
Give me 2 more min,ENGLISH
if not end ,ENGLISH
go end,SPANISH
if not go end,ENGLISH
ok,ENGLISH
2 more min pls,ENGLISH
ezmid,SPANISH
ok go end,ENGLISH
ty,ENGLISH
gg wp,ENGLISH
легенды,RUSSIAN
3 раза уже,RUSSIAN
тупоголовые,RUSSIAN
\ue071,SPANISH
изи,RUSSIAN
арк соло,RUSSIAN
赶紧推  ,CHINESE
中单和tf都不会玩,CHINESE
别急呀,CHINESE
人马 从没先手过,CHINESE
刚才踩了4个挺厉害的啊,CHINESE
人马 你是菜到设呢么地步场均 mvp这么低,CHINESE
人马你是菜到什么地步场均 mvp这么低,CHINESE
131除以2497,CHINESE
cmon its 4 v 4,ENGLISH
go next,ENGLISH
just end,ENGLISH
nice luna mid last pick lol ,ENGLISH
D,SPANISH
xD,SPANISH
ggg,ENGLISH
谢谢你爹来救你,CHINESE
g,ENGLISH
wait,ENGLISH
y,ENGLISH
大都放了 ,CHINESE
wait 1 min,ENGLISH
他没用了,CHINESE
开,CHINESE
thx,SPANISH
so boring,ENGLISH
notingtusay,ENGLISH
敌法你有罪啊,CHINESE
EZ,SPANISH
和我有啥关系,CHINESE
иди убейся нахуй,RUSSIAN
лес,RUSSIAN
афк лив,RUSSIAN
8 блядь переломанных пальцев из 10,RUSSIAN
EZ,SPANISH
гг,RUSSIAN
????????,[]
чета вы слабые,RUSSIAN
какие-то,RUSSIAN
gg,ENGLISH
hooker,ENGLISH
ditched nyx,ENGLISH
>>,[]
wow guys,ENGLISH
wow,ENGLISH
GG,ENGLISH
не души гений,RUSSIAN
не призаннный,RUSSIAN
с 5к матчами,RUSSIAN
tf,ENGLISH
he left,ENGLISH
？,[]
？,[]
loser,ENGLISH
？,[]
真的彩笔亚 要靠掉线 才能杀人,CHINESE
end?,ENGLISH
отца типни сын бляди,RUSSIAN
((,[]
ЛОМАЙТЕ ,RUSSIAN
ПРЖ,RUSSIAN
БЫСТРЕЕ,RUSSIAN
Я ЕБАЛ,RUSSIAN
ez,SPANISH
paperr,ENGLISH
1 ногой играл,RUSSIAN
ЛЕГКО ЧОТ ПИЗДОС ,RUSSIAN
ВОЙД БОМЖАРА ,RUSSIAN
"ой, проебали",RUSSIAN
изи,RUSSIAN
?,[]
别J,SPANISH
8,[]
鸡肉DOTA,CHINESE
白丝得DOTA,CHINESE
你有毛病吧虚空,CHINESE
你是小公举？不能杀你？,CHINESE
还是你们美国总统啊,CHINESE
你是小工具？不能杀你吗,CHINESE
你咋,CHINESE
A不死我啊,CHINESE
A不死就A 不死啊,CHINESE
..,[]
не грози южному централу,RUSSIAN
нахуй ты выебываешься,RUSSIAN
закнчивайте,RUSSIAN
никто не задефает,RUSSIAN
нахуй жмете тогда,RUSSIAN
нахуй ты типаешь мусор,RUSSIAN
ты на лине мид всасываешь,RUSSIAN
ахахахха,RUSSIAN
ебать лошара на арке,RUSSIAN
РАсскажешь в лейте,RUSSIAN
тебя пятёрка унижает,RUSSIAN
))),[]
оракл красава,RUSSIAN
сделал игру,RUSSIAN
give up spec,ENGLISH
wtf are u doing on mid,ENGLISH
mid psec new meta,ENGLISH
Easy,ENGLISH
dont def guys,ENGLISH
batman zeus,ENGLISH
spec and viper gonna fight who feed more,ENGLISH
morhp gonna carry this game,ENGLISH
"just because u are not feed, doesnt meant u are not useless",ENGLISH
zeus bat soup specialty,ENGLISH
i eat blademail,ENGLISH
Wasting time,ENGLISH
no wait for shaman,ENGLISH
at least/,ENGLISH
spec killing 1,ENGLISH
shaman comeback 1v5 ,ENGLISH
0 for viper,ENGLISH
Xd,SPANISH
how the fk viper lose lane,ENGLISH
bcs we are fucking good mate,ENGLISH
tp,ENGLISH
my morpj,ENGLISH
hahaha,SPANISH
say ,ENGLISH
no need any1,ENGLISH
sell bm,ENGLISH
buy ghost,ENGLISH
wtf,ENGLISH
offlane level 9,ENGLISH
so sad,SPANISH
0/12,[]
?,[]
Haha,ENGLISH
i will die to ursa hahaha,SPANISH
who care,ENGLISH
Wait for us farm 30 min,ENGLISH
then play,ENGLISH
:D,SPANISH
who u to demand,ENGLISH
WOW,ENGLISH
SPEC,SPANISH
Hahaa,ENGLISH
Hahaa,ENGLISH
JUMP ME?,ENGLISH
HAHAA,ENGLISH
top def farm 30 min,ENGLISH
this spec idiot,ENGLISH
sTRONG MORHP,ENGLISH
dont mega,SPANISH
Who cares,ENGLISH
sTRONG ,ENGLISH
spec comeback,ENGLISH
come in kill zues ya,SPANISH
mega :(,SPANISH
YA ,SPANISH
Haha,ENGLISH
EZ urs hahahah,SPANISH
COPME LA,ENGLISH
BUUSY ?,ENGLISH
X,SPANISH
xD,SPANISH
REALLY BUSSHI,ENGLISH
so fun game,ENGLISH
nc coach,ENGLISH
haha,ENGLISH
yes fun game,ENGLISH
дэ,RUSSIAN
вовер пиздатая голова,RUSSIAN
ахха,RUSSIAN
gl hf,ENGLISH
gg,ENGLISH
bad draft,ENGLISH
wp,ENGLISH
or we are noobs :D,ENGLISH
4-11 \\ 12-2,[]
gg,ENGLISH
закончите ,RUSSIAN
хули вы бегаете хуесосы,RUSSIAN
)),[]
"убил, убил",RUSSIAN
хахрпхапхахпха,RUSSIAN
gg,ENGLISH
推了 ,CHINESE
什么几把阵容,CHINESE
sdF[SDFPSDFPG[DSF,ENGLISH
а,RUSSIAN
 pudge,ENGLISH
？,[]
dalaw top invoker,ENGLISH
gg,ENGLISH
end,ENGLISH
подержите,RUSSIAN
репорты бабке,RUSSIAN
да жаль ее ульты не было,RUSSIAN
+,[]
но блэкхол ахуенный,RUSSIAN
я вас выипал им,RUSSIAN
ахахха,RUSSIAN
изи,RUSSIAN
отсоси барабум+,RUSSIAN
ПЕНСИЯ ЕБАЛО ВАЛЬНИ НАХУЙ,RUSSIAN
аххахаа,RUSSIAN
Я ТЕБЯ ПЕРЕЕБУ НАХУЙ ,RUSSIAN
стрей?,RUSSIAN
КАК ЕБАЛО ПЕНСИЯ?,RUSSIAN
ЧТО С ПЕНСИЕЙ ТВАРЬ,RUSSIAN
ты стрей ебаный,RUSSIAN
gg ez,SPANISH
только бабку и переезжаешь,RUSSIAN
МЕНЯ ТАК УЧИЛИ,RUSSIAN
гг изи,RUSSIAN
БАБУШКУ СЮДА ,RUSSIAN
????????????????????????????+,[]
соло,RUSSIAN
мид,RUSSIAN
ez,SPANISH
ПЕРЕЕБАЛ БАБКУ ХУЕМ СВОИМ БАЧИМ,RUSSIAN
БЫЧИМ,RUSSIAN
ez ez ez,SPANISH
изи,RUSSIAN
？,[]
GG,ENGLISH
我一个5号位酱油在全场乱杀,CHINESE
YIBOBA ,SPANISH
死城狗了  还BB,CHINESE
真菜,CHINESE
狼人那么肥、,CHINESE
这么干啥,CHINESE
大哥跟臭酱油1换一是吧,CHINESE
sb,ENGLISH
S,SPANISH
v,ENGLISH
bobo,SPANISH
lets talk,ENGLISH
go combo me,ENGLISH
timber lion,ENGLISH
go end,SPANISH
fat ebd oks,ENGLISH
fast en,ENGLISH
ez mid,SPANISH
ez top,SPANISH
begging for mercy,ENGLISH
tinker role supp,ENGLISH
but want play mid,ENGLISH
wp,ENGLISH
timber to much talk gg,ENGLISH
ahaha,ENGLISH
wp team,ENGLISH
fail bot,ENGLISH
lol,SPANISH
go end 1 lane,SPANISH
end md bro,ENGLISH
still def noobs?,ENGLISH
my tinker from china :),ENGLISH
hahah lol,SPANISH
im getting boring for waiting,ENGLISH
ya def more,ENGLISH
noobs,ENGLISH
haha gg,ENGLISH
i dont know,ENGLISH
why they def this game :),ENGLISH
cuz their mother dead,ENGLISH
idiot,ENGLISH
where u going,ENGLISH
bro,SPANISH
noobest timber lion combo ever,ENGLISH
cant even defeat n,ENGLISH
np,ENGLISH
lol,SPANISH
sure :)),ENGLISH
haha want 1 v 1 come,ENGLISH
u pro :),SPANISH
nooob lion + timber,ENGLISH
ez top,SPANISH
1v2,ENGLISH
:)),[]
bobo kayo una palang hahah,SPANISH
ez mid,SPANISH
>??,[]
timber,ENGLISH
talk pls,ENGLISH
hahah,SPANISH
ez,SPANISH
下一把,CHINESE
?,[]
下把,CHINESE
诈降吧,CHINESE
回泉水别出来,CHINESE
推啊倒是 杀我干啥,CHINESE
sha wo men cai b PA gan ma,ENGLISH
啊哈哈哈哈哈,CHINESE
pa,SPANISH
BIAOZI shizheyangde  送两波立起来了,CHINESE
我在你旁边,CHINESE
嗯》,CHINESE
~,[]
记个账,CHINESE
你被打爆了是吧 ,CHINESE
击掌,CHINESE
带你练级,CHINESE
我在泉水就知道了,CHINESE
pa还好意思狗叫a,CHINESE
哦,CHINESE
我们家两个傻子就差写简历里了,CHINESE
queshi,ENGLISH
见人就说 墓志铭都得刻上,CHINESE
你应该给松鼠 刻一个,CHINESE
他送妈养你,CHINESE
两个guhui 他爸踏马还分开装,CHINESE
у вас если что дикий мусор на эмбере,RUSSIAN
он мне прошлую заруинил,RUSSIAN
будем иметь ввиду,RUSSIAN
там прям слабый ,RUSSIAN
без характера,RUSSIAN
я не удивлен что он за меня ,RUSSIAN
чо значит можно шмотки бить уже ?,RUSSIAN
кто ливнет ?,RUSSIAN
кто герой,RUSSIAN
?,[]
прав ты на панге был,RUSSIAN
у меня еще и посудомойка на гриме,RUSSIAN
мусор,RUSSIAN
),[]
ебать ты странный на гриме,RUSSIAN
это девушка,RUSSIAN
не пизди,RUSSIAN
чил,RUSSIAN
30 лвл на гриме ,RUSSIAN
сильно ,RUSSIAN
тир влияет пздц,RUSSIAN
на что-то,RUSSIAN
да ,RUSSIAN
xD,SPANISH
ggs,ENGLISH
we pause?,ENGLISH
let him abandon,ENGLISH
?,[]
LOL,SPANISH
hhhh,SPANISH
ez,SPANISH
bye,ENGLISH
下一把吧。，,CHINESE
居然这剧毒,CHINESE
这么恶意破坏,CHINESE
怎么会碰这些人啊,CHINESE
你个死 全 家的,CHINESE
垃圾玩意儿,CHINESE
不玩别排啊，草拟吗,CHINESE
推啊，没人了,CHINESE
都在挂,CHINESE
开局少个人，打鸡毛啊,CHINESE
举报下剧毒啊,CHINESE
谁碰谁倒霉,CHINESE
多个人也没用吧,CHINESE
шок),RUSSIAN
?,[]
бля чисто 2 сына бляди на гуле и наге,RUSSIAN
чего,RUSSIAN
не понял,RUSSIAN
у тебя мама,RUSSIAN
ты сын бляди,RUSSIAN
шлюха,RUSSIAN
че не понял,RUSSIAN
или что,RUSSIAN
мидас на 20 минуте купил на геле ,RUSSIAN
гуле,RUSSIAN
на геле,RUSSIAN
моя мам геля,RUSSIAN
на геле,RUSSIAN
ну да что ты еще можешь ,RUSSIAN
хуеглот,RUSSIAN
кроме как поймать меня на опечатке,RUSSIAN
1-7,[]
lol,SPANISH
пососи,RUSSIAN
у у,RUSSIAN
???,[]
??,[]
ПРИВЕТ ОТ БС,RUSSIAN
че ты паузишь сын хуйни с таверны ,RUSSIAN
бс нищий хуесос которого нафидили,RUSSIAN
gg wp ez,ENGLISH
соло игра ,RUSSIAN
ебать вы типы,RUSSIAN
中路牛逼   躺赢。。。,CHINESE
gg wp,ENGLISH
gg,ENGLISH
swap commends,ENGLISH
i dont know .. my kunkka is jungle afk for no reason,ENGLISH
just finish that shit game so ican avoid all 4 teammates,ENGLISH
"el spaidar man , kharab el donya ya ged3an",ENGLISH
look at this fucking animal,ENGLISH
suck my dick ,ENGLISH
i commend kunkka,ENGLISH
gg,ENGLISH
what the hell happened top that kunkka decided to be such an inbred fucking degenerate?,ENGLISH
disruptor abandoned lane,ENGLISH
haha smoke,ENGLISH
haha],ENGLISH
gg,ENGLISH
ggwp,ENGLISH
gl next,ENGLISH
nice game,ENGLISH
report T,ENGLISH
B,ENGLISH
END,ENGLISH
PLS,ENGLISH
invokEEZ,ENGLISH
GG,ENGLISH
PUNGE LOX,ENGLISH
SVEBN,SPANISH
xD,SPANISH
gg,ENGLISH
gg,ENGLISH
?,[]
这把沉默有大 好打de ,CHINESE
репортим бустера на оракле,RUSSIAN
он у меня в муте,RUSSIAN
лол,RUSSIAN
верить надо не своим предубеждениям,RUSSIAN
а статистике,RUSSIAN
животные,RUSSIAN
тини теорору репорты,RUSSIAN
найс сапорты,RUSSIAN
удачи,RUSSIAN
заканчивайте,RUSSIAN
ok,ENGLISH
Нахуя ты дефаешь на морфе ,RUSSIAN
Верни ак ,RUSSIAN
терор 5 тини 4,RUSSIAN
nice,ENGLISH
sniper is best pos 5,ENGLISH
im pos 4 ,SPANISH
must be nice troll eh?,ENGLISH
i was lina teammate last gaem,ENGLISH
his problem is his carry,ENGLISH
im troll man i have 80 % win rate sniper pos 4 you see this mid and shaman XD,ENGLISH
lol,SPANISH
every body see ss,ENGLISH
ridam to shiro khorshid ,ENGLISH
look sniper pos 4 ,ENGLISH
80 % win rate hman have 10 % max,ENGLISH
ridam be ghabre mordehat,ENGLISH
ofc muslim animal ,ENGLISH
turk khar?,ENGLISH
gg ,ENGLISH
))),[]
FESHAR BOKHOR KIRI,ENGLISH
соло,RUSSIAN
бездарь,RUSSIAN
end pls,ENGLISH
waiting base ?,ENGLISH
i will,ENGLISH
i can not bare this idiot lina,ENGLISH
i wont play at all,ENGLISH
uhh,SPANISH
just report lina,ENGLISH
please,ENGLISH
for the good of dota community,ENGLISH
this idiot is not deserve to play in ranked at all,ENGLISH
0 sup item,ENGLISH
0 ward and sentry since the inception of the game,ENGLISH
and all of my team seems cool with it,ENGLISH
so ,SPANISH
so they do not deserve to win,ENGLISH
and i will not helping them as lina ,ENGLISH
fuck all of them,ENGLISH
as i said just report lina for role abuse for the good of dota community ,ENGLISH
ty,ENGLISH
gg,ENGLISH
no,SPANISH
i ts not,ENGLISH
report my tema,ENGLISH
yeah guess why is that lol,ENGLISH
gg,ENGLISH
gg,ENGLISH
ty,ENGLISH
u dont have brain do u?,ENGLISH
ez,SPANISH
идите сюда по одному шлюшки,RUSSIAN
????,[]
ember spirit bot,ENGLISH
passvie,ENGLISH
горит пуканчик ,RUSSIAN
passive,ENGLISH
дайте ему огонька,RUSSIAN
Ебать ток увидел 17/0,RUSSIAN
end,ENGLISH
afk,ENGLISH
ember,ENGLISH
bot passive,ENGLISH
not a human,SPANISH
19/0 ахуеть,RUSSIAN
сносите,RUSSIAN
гыгы,RUSSIAN
afk,ENGLISH
вот это анус звук,RUSSIAN
ска я тебя ебать буду всю игру,RUSSIAN
?,[]
gg,ENGLISH
its it done ?,ENGLISH
1 win,ENGLISH
graz,SPANISH
gg,ENGLISH
ez,SPANISH
早点结束吧 没意思,CHINESE
看打屁股出魔棒秘法就知道没戏了,CHINESE
主要是谁也杀不死,CHINESE
下路 我打你们 你们就跑,CHINESE
我今天就是要把这个火雨放出来,CHINESE
0-9 0-6,[]
уахахаа,RUSSIAN
gg,ENGLISH
пиздец ты злой,RUSSIAN
end     pls   report   sup  sf ,ENGLISH
SS ZEUS,ENGLISH
NS NO LIFE,ENGLISH
hahah,SPANISH
CD,ENGLISH
report later,ENGLISH
GG,ENGLISH
?,[]
Wtf,ENGLISH
wtf,ENGLISH
hey,ENGLISH
fight back,ENGLISH
sf support draft /,ENGLISH
sf is good,ENGLISH
but i dont understand why,ENGLISH
I THOUGH IM CARRY,ENGLISH
ns dont know how to kill with sf,ENGLISH
MY QUE,SPANISH
thats it,ENGLISH
ns no brain,ENGLISH
only two of you can fight?,ENGLISH
end,ENGLISH
come,ENGLISH
team fight,ENGLISH
5v5,ENGLISH
night now,ENGLISH
ns lead,ENGLISH
we are boring now,ENGLISH
wtf,ENGLISH
rofl zeus noob,SPANISH
hahahah ks zeus,SPANISH
plss go feed bh,ENGLISH
as always,ENGLISH
wat else we can expect from that noob axe,ENGLISH
dont let zeus win,ENGLISH
ofcourse give steak to axe,ENGLISH
lets fight ok?!,ENGLISH
whole fk map no enemts,ENGLISH
NC FARM BOT,ENGLISH
FIRST TOWER,ENGLISH
NS FARMING BOT ,ENGLISH
come coem come,SPANISH
GO,SPANISH
“,[]
THIS IS FAULT OF TOP,ENGLISH
AXE SO FART,ENGLISH
come,ENGLISH
pa,SPANISH
emd,ENGLISH
end,ENGLISH
last round,ENGLISH
lets 5v5,ENGLISH
ok?!,ENGLISH
dont get over excited veno,ENGLISH
1V5,ENGLISH
they gave up long back,ENGLISH
GAAGAGGAA,ENGLISH
HAHAHA,SPANISH
"я твою маму взорвал, хуесос нищий",RUSSIAN
),[]
"я твою мать на хую вертел, тинкер",RUSSIAN
end,ENGLISH
)),[]
у нас 2 долбаёба встали афк,RUSSIAN
ало,RUSSIAN
мид,RUSSIAN
ФРИ,RUSSIAN
пиздец вы лёгкие,RUSSIAN
ggwp,ENGLISH
^^,[]
ez orge,SPANISH
ez af,SPANISH
orge feeder,ENGLISH
GG,ENGLISH
"mk, skin hueta",ENGLISH
в следующий раз учту мнение нн петуха,RUSSIAN
:D ,SPANISH
batki tvoego ili che,ENGLISH
чел),RUSSIAN
офнись ,RUSSIAN
sosi bibu,SPANISH
skin tvoi parasha,ENGLISH
sosi,SPANISH
)()()(,[]
小笨蛋,CHINESE
THE REVENGE KING INA MO SLARK,ENGLISH
SWERTE KALANG KNINA,SPANISH
spec?,SPANISH
bobo inamo,SPANISH
cry baby mars,ENGLISH
pick mars mid,ENGLISH
luna,SPANISH
<3,[]
SHET MAY TANGA,ENGLISH
INAMO,SPANISH
skwami,ENGLISH
same with you,ENGLISH
no brain mid pick,ENGLISH
HUHU CRYING ,ENGLISH
INAMO,SPANISH
TANGA,SPANISH
SAD HUHU,SPANISH
yuck skwami,ENGLISH
PINAG BIGYAN LANG KNINA EH GUSTO PA UMULIT,SPANISH
wala nabang maka buhat dong?,ENGLISH
mars fault hahaha,ENGLISH
hoy bobong mars salita,ENGLISH
inamoka,ENGLISH
PANIC YARN,ENGLISH
YUN NA YUN MARS?,SPANISH
WORST MARS PLAYER,ENGLISH
AHAAHA,ENGLISH
mars fault,ENGLISH
LVL14 MARS ANO KA SUPPORT,ENGLISH
mars Fault,ENGLISH
BAT DI NAG SASALITA,ENGLISH
DONG SALITA,ENGLISH
OCTARINE UR ASS,ENGLISH
INAMOKA TANGA,ENGLISH
nag aabang si Tanga,SPANISH
mgatanga,ENGLISH
umaasa,SPANISH
gg,ENGLISH
wtf ,ENGLISH
GL,ENGLISH
covid 19 streak,SPANISH
WTF IS THAT BRO,ENGLISH
we just tryna have fun bro,SPANISH
EZ MID,SPANISH
AAAHHHA,SPANISH
lol smurf,ENGLISH
gg,ENGLISH
bro,SPANISH
why smurfing?,ENGLISH
bag o rako nangumpisal mga giatay manmo,ENGLISH
gg,ENGLISH
GG,ENGLISH
end our suffering mga Pre,ENGLISH
sinayang nyo lang load ng wind namin,ENGLISH
?,[]
?,[]
HUH,ENGLISH
dont want end ?,ENGLISH
GG,ENGLISH
>???,[]
close game,ENGLISH
gg,ENGLISH
end,ENGLISH
no,SPANISH
ok ,ENGLISH
sml ?,ENGLISH
go end,SPANISH
end and sell ur iotems,ENGLISH
ok ,ENGLISH
？？？,[]
how could we strong,ENGLISH
if all smurfs is gather around,ENGLISH
go to other side,ENGLISH
pls go to douyu 448014,ENGLISH
mia ninyo paktyon oy,SPANISH
ayaw ana range,ENGLISH
gg,ENGLISH
GG,ENGLISH
GG,ENGLISH
CLOSE GAME,ENGLISH
EZ MID,SPANISH
yes,ENGLISH
gg close game,ENGLISH
ewww smurfing cant play on ur rank?,ENGLISH
bobo,SPANISH
bobo,SPANISH
GG,ENGLISH
GG,ENGLISH
gg ur mom,ENGLISH
GG UR MOM,ENGLISH
DOG EATERS,ENGLISH
???,[]
BAT ENJOYERS,ENGLISH
BAT ENJOYERS,ENGLISH
